paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_application_cited,code_comments,country_first,comments,recorder_ID
3852,10.1111/1365-2435.13791,2021,Functional Ecology,Research Article,Yes,Yes,"Data for all experiments conducted for this paper are publicly available on the Oxford University Research Archive at https://doi.org/10.5287/bodleian:ZVb26KZ6p (Bath et al., 2021).",Yes,Other repo/database,Yes,Unsure,NA,Yes,Yes,.xls(x),No,NA,Unsure,Yes,"We analysed the data using the r package ‘survival’ (Therneau, 2015).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,74
3853,10.1002/pan3.10727,2024,People and Nature,Research Article,Yes,No,The following Supplementary Data that support the findings of this study are available in Zenodo: Japanese Small-scale fishers adaptive capacity and furthest response to climate change (https://zenodo.org/badge/DOI/10.5281/zenodo.13643411.svg).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Regional (North, Centre and South) sea-surface temperature (SST) trends (°C/year) were calculated using the Sen's slope of yearly mean (Sen, 1968), minimum and maximum monthly SST averaged across all SST sites within that exposure region over 1991–2020 using the trend package (Pohlert, 2023) in R version 4.2.3 (R Core Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,NA,74
3854,10.1111/1365-2435.14619,2024,Functional Ecology,Research Article,Yes,Yes,"Data are available on Figshare: https://doi.org/10.26188/26180891 (Plumanns-Pouton et al., 2024b).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.xls(x),Yes,6,Unsure,Yes,Generalized linear mixed effects models (GLMMs) were used to quantify the influence of fire on cone production.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,74
3855,10.1111/2041-210X.14029,2022,Methods in Ecology and Evolution,Research Article,Yes,Yes,"All data needed to evaluate the conclusions in this paper are present in the manuscript, the Supplementary Materials and also in the following public data repositories: (i) the raw hyperspectral transects and annotations: https://doi.org/10.1594/PANGAEA.911300 (Chennu et al., 2020) (ii) the produced habitat maps for 31 transects in all combination of signal type, ML model and labelspace, as well as the data necessary to reproduce the figures presented in this work: https://doi.org/10.1594/PANGAEA.946315 (Schürholz & Chennu, 2022a) (iii) the source code as a reproducible project: (archive) https://doi.org/10.5281/zenodo.7185108 (Schürholz & Chennu, 2022b), and (live repo) https://bitbucket.org/hyperdream/digitizing-the-coral-reef/src/master/.",Yes,Zenodo;Other repo/database,Yes,Yes,CC BY,Yes,Needs specific software or too large,.tab;.py;.rst;.bat;.yml;.smk,Yes,7,Unsure,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,CC BY,Unsure,Yes,Maybe if I had the right software,native source code;notebook,Python,Yes,6,NA,Unsure,Not an R package,NA,NA,Germany,"ReadMe is a Python Markdown file, cannot open as not a Python user, so could not evaluate code ReadMe",74
3856,10.1111/1365-2656.13129,2019,Journal of Animal Ecology,Research Article,Yes,Yes,"The data analysed are available on Dryad Digital Repository: https://doi.org/10.5061/dryad.4b8gtht7r (Kranstauber, Gall, Vink, Clutton-Brock, & Manser, 2019).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,Unsure,Yes,"We simulated posterior distributions for the fixed factors of the fitted model using 105 replicates (r-package arm, Gelman & Su, 2018).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa;Switzerland,NA,74
3857,10.1111/1365-2656.13548,2021,Journal of Animal Ecology,Research Article,Yes,Yes,"Data are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.tdz08kq09 (Murphy et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv;.xls(x),Yes,8,High,Yes,"We used a generalized additive mixed model assuming a binomial distribution. Models were fit with the package mgcv (Wood, 2011) in R",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,74
3858,10.1111/1365-2745.12848,2017,Journal of Ecology,Research Article,Yes,Yes,"Data are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.pr284 (P?�rez-M?�ndez, Jordano, & Valido, 2017).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Unsure,Yes,"All statistical analyses were conducted in r, version 3.2.4 (R Development Core Team, 2015).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,"The spreadsheet says Germany, but the paper has no mention of Germany with all authorship and data collection in Spain",74
3859,10.1111/1365-2745.14133,2023,Journal of Ecology,Research Article,Yes,Yes,"The data are archived with Dryad https://doi.org/10.5061/dryad.qv9s4mwkq. (Li et al., 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,8,Complete,Yes,"All analyses were performed using R 3.6.3 (R Core Team, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,74
4390,10.1111/1365-2745.13724,2021,Journal of Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.kkwh70s4q (Griffin-Nolan et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,10,Complete,Yes,NA,Yes,Yes,Yes,Dryad,Yes,Yes,CC0,No,Yes,Yes,native source code,R,Yes,10,10,No,Not an R package,NA,NA,United States of America,NA,74
6587,10.1111/1365-2745.14085,2023,Journal of Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.j3tx95xkh (Fenesi et al., 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,10,Complete,Yes,"All analyses were performed in R 4.1.1. statistical environment (R Core Team, 2021).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Romania,NA,18
6588,10.1111/1365-2435.13248,2018,Functional Ecology,Research Article,Yes,Yes,"All data presented in this manuscript are available from the Dryad Digital Repository https://doi:10.5061/dryad.vk002fn (Tong & Akimoto, 2018).",No,Dryad,Yes,Yes,CC0,NA,NA,NA,Yes,3,NA,Yes,r version 3.4.2 was used for these statistical analyses. Other calculations were performed using jmp ver. 13.2.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angola;Japan,I can't access the data,18
6590,10.1111/1365-2664.13330,2019,Journal of Applied Ecology,Research Article,No,NA,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.v67003c (Sterrett, Katz, Fields, & Grant, 2018).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,No,Yes,Dryad,Yes,Yes,CC0,No,Yes,Yes,native source code,R,Yes,5,8,Yes,Not an R package,NA,NA,NA,NA,18
6281,10.1111/1365-2656.13289,2020,Journal of Animal Ecology,Research Article,Yes,Yes,"All data generated during the study is publicly available in the Dryad Digital Repository: https://doi.org/10.5061/dryad.7sqv9s4q8 (Jones, Symons, Cavalheri, Pedroza-Ramos, & Shurin, 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,2,Complete,Yes,"All analyses were conducted using the statistical software R (R Development Core Team, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,70
6282,10.1111/1365-2435.13048,2018,Functional Ecology,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository: https://doi.org/10.5061/dryad.gt3m1 (Monforte et al., 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,4,Complete,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,NA,70
985,10.1111/2041-210X.13746,2021,Methods in Ecology and Evolution,Practical Tools,No,NA,Not applicable.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
6283,10.1111/1365-2435.13750,2021,Functional Ecology,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.5hqbzkh4z (Han et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,2,Complete,Yes,Most analyses were conducted using R version 3.6.1 (http://www.r-project.org/).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,70
6284,10.1111/1365-2656.13822,2022,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.jwstqjqct (Driessen et al., 2022).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.RDS,Yes,4,Complete,Yes,"All analyses were conducted with R (v4.0.3; R Core Team, 2020) in the RStudio IDE (v1.2.5019; RStudio Team, 2020). We fitted Bayesian univariate response models with the brms package (v2.14.4; Bürkner, 2017, 2018), interfaced with the MCMC sampler of RStan (v2.21.2; Stan Development Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netherlands (Kingdom of the),NA,70
6285,10.1111/1365-2435.13057,2018,Functional Ecology,Research Article,Yes,Yes,"All data involving in the litterbag experiment are included in the manuscript. The data of initial root chemicals and root mass loss during the experimental duration have been submitted to Dryad Digital Repository: https://doi.org/doi:10.5061/dryad.505d9 (Li et al., 2018). The data of OTUs referring to root litter-inhabiting fungi are shown in Table S3. The sequence data obtained from Illumina MiSeq sequencing were submitted to the GenBank of NCBI (MF789354–MF794206).",Yes,Dryad;Supplementary materials,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,2,Complete,Yes,"We used a mixed effect model from the asreml package (Gilmour, Gogel, Cullis, Welham, & Thompson, 2015) suited for slightly unbalanced data, with plot nested in the block as a random factor, whereas decomposing time, root litter richness level, detritivore presence and their interactions were used as fixed factors to test their effects on root mass loss. We conducted a Tukey's HSD test in the agricolae package (de Mendiburu, 2014) to evaluate differences among means.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,70
6286,10.1111/1365-2656.13233,2020,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository: https://doi.org/10.7291/D1Q37T (Sabal, Merz, Alonzo, & Palkovacs, 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.txt,Yes,9,Complete,Yes,NA,Yes,No,Yes,Dryad,Yes,Yes,CC0,No,Yes,Yes,native source code,R,No,NA,8,No,Not an R package,NA,NA,United States of America,NA,70
6100,10.1111/1365-2664.14288,2022,Journal of Applied Ecology,Research Article,Yes,Yes,"Data Available via Zenodo https://doi.org/10.5281/zenodo.6864177 (Morford, 2022) and Google Earth Engine https://smorford.users.earthengine.app/view/yield-gap.",Yes,Zenodo;Other repo/database,Yes,Yes,CC BY,Yes,Yes,.tif;.shp,Yes,9,Complete,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,104
6070,10.1111/1365-2664.13142,2018,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository. https://doi.org/10.5061/dryad.41pj936 (Erős, O'Hanley, Czeglédi, 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Fair,Yes,"We formulate a model for jointly optimizing the selection of river protected areas and barrier removals. Given a set of biodiversity elements (i.e., habitat classes) in need of conservation, the aim of the model is to maximize longitudinal connectivity between selected areas through targeted barrier removals, subject to lower/upper limits on the amounts of protected habitat and a cap on the number of barrier removals.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hungary,NA,74
6071,10.1111/2041-210X.13602,2021,Methods in Ecology and Evolution,Research Article,Yes,Yes,"We have archived a tutorial with a reduced sequence dataset and simplified scripts (PCR B only, 253 MB), and we have archived all sequence data, reference files, folder structure, output files and scripts (9.75 GB) on DataDryad (Yu et al., 2021a). To run the scripts from the beginning, remove the output files as instructed in the README file. The scripts are also published on Zenodo (Yu et al., 2021b).",Yes,Dryad,Yes,Yes,CC0,Yes,Needs specific software or too large,.pdf;.txt;.xls(x),Yes,NA,Unsure,Yes,NA,Yes,Yes,Yes,Dryad;Zenodo,Yes,Yes,CC0,No,Yes,Yes,native source code;notebook,R,Yes,10,10,No,Not an R package,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,74
7830,10.1111/1365-2435.14640,2024,Functional Ecology,Research Article,Yes,Yes,"Data upon which this study is based are available through the Dryad Digital Repository http://doi.org/10.5061/dryad.w9ghx3fzc (Martin & Lloyd, 2024).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv;.txt,Yes,5,High,Yes,"using the logistic exposure method (Shaffer, 2004) based on R x64 v4.1.l0 for Windows (R Development Core Team, Vienna, Austria).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,51
7790,10.1111/1365-2435.12953,2017,Functional Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.s67c8 (Salis, Van den Hoorn, Beersma, Hut, & Visser, 2017).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.txt,No,NA,Complete,Yes,NA,Yes,No,Yes,Dryad,Yes,Yes,CC0,Unsure,Yes,Yes,native source code,R,No,NA,4,No,Unable to check,NA,NA,Netherlands (Kingdom of the),NA,51
7788,10.1111/1365-2664.12971,2017,Journal of Applied Ecology,Research Article,Yes,Yes,"Data are available in the Dryad Digital Repository https://doi.org/10.5061/dryad.g4437 (Wilsey, Martin, & Kaul, 2017).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,Complete,Yes,"Dip test package using r software (Hartigan & Hartigan, 1985),",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,51
7586,10.1111/2041-210X.14316,2024,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Data used this study are available on Figshare: (https://doi.org/10.6084/m9.figshare.25146245.v3). Python codes used for the execution of the Rayleigh test and Hermans-Rasson test along with the code for bootstrapping simulations can be found on Zenodo: https://doi.org/10.5281/zenodo.10799004 (Willig et al., 2024).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,No,NA,High,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,CC BY,Unsure,Yes,Yes,native source code,Python,No,NA,2,No,Unable to check,NA,NA,United States of America,NA,51
7576,10.1111/1365-2435.14391,2023,Functional Ecology,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository: https://doi.org/10.25338/B8MH07 (Martínez-Berdeja et al., 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,6,High,Yes,We interpolated fitness functions using approxfun in R.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,51
6072,10.1111/1365-2745.13843,2022,Journal of Ecology,Research Article,Yes,Yes,"Filtered herbivore diet data and the local Gorongosa plant-trait database are available in the Dryad Digital Repository https://doi.org/10.5061/dryad.4f4qrfjdk (Potter et al., 2022), along with the unfiltered sequence data used for diet analysis.",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv;.txt,Yes,8,Complete,Yes,"To avoid biases associated with listwise deletion, we imputed missing values using predictive mean matching in MICE (van Buuren & Groothuis-Oudshoorn, 2011) in R version 4.1.0 (R Core Team, 2021).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,74
6073,10.1111/1365-2745.12916,2018,Journal of Ecology,Research Article,Yes,Yes,"Data associated with this manuscript are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.6fv68 (Stevens et al., 2018)",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,Unsure,Yes,"To determine significant differences in environmental variables among sites, a Tukey's honest significance test was performed on the results of an ANOVA using r version 3.4.1",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,74
6074,10.1111/1365-2745.13276,2019,Journal of Ecology,Research Article,Yes,Yes,Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.040jp22 (Henneron et al. 2019),Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,8,Complete,Yes,"All analyses were performed using R v3.4.3 (R Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,NA,74
6075,10.1111/1365-2435.13663,2020,Functional Ecology,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.rbnzs7h90 (Alton et al., 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,Complete,Yes,"Data were analysed using linear mixed models (Bates, Mächler, Bolker, & Walker, 2015) in R version 3.6.1 (R Core Team, 2019)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,74
6076,10.1111/1365-2435.13937,2021,Functional Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.9cnp5hqjv (Xiong et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Unsure,Yes,"CODE AVAILABILITY STATEMENT
The R code is available upon reasonable request to the corresponding author.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,74
6077,10.1002/pan3.10648,2024,People and Nature,Research Article,Yes,Yes,"Fleming, Whitney (Forthcoming 2024). The nature gaze: Eye-tracking experiment reveals well-being benefits derived from directing visual attention towards elements of nature [Dataset]. Dryad. https://doi.org/10.5061/dryad.ffbg79d2p.",No,Dryad,"Yes, but DOI not found/incorrect",Unsure,CC0,NA,NA,NA,NA,NA,NA,Yes,"Statistical analyses were performed in RStudio (version 1.1.456; R Core Team, 2018).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,74
6923,10.1111/1365-2656.12931,2019,Journal of Animal Ecology,Research Article,Yes,Yes,"The script used for numerical simulations and empirical analyses can be found on GitHub, as well as empirical data we used (https://github.com/leiku/TL_proximate.git). These items can also be found in Zenodo: https://doi.org/10.5281/zenodo.1927109 (Leiku, 2018).",Yes,NA,Yes,Unsure,NA,No,NA,NA,Yes,4,NA,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,CC0,Yes,Yes,Yes,native source code,R,Yes,3,5,No,Not an R package,NA,NA,China,NA,18
6924,10.1111/1365-2656.13269,2020,Journal of Animal Ecology,Research Article,Yes,Yes,"The complete mark–recapture–recovery and growth data sets are available on the Dryad Digital Repository: https://doi.org/10.5061/dryad.9cnp5hqf4 (Nater et al., 2020), and documented in the accompanying data paper (Moe et al., 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,10,Complete,Yes,"Analyses were run in r 3.5.0 (R Core Team, 2018) using version 0.6-13 of the nimble package (Nimble Development Team, 2018).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norway,NA,18
