Timestamp,1. Paper number,2. DOI of paper (please copy paste to avoid errors),3. Year of publication (on spreadsheet),4. Journal  (on spreadsheet),5. Article type  (on spreadsheet),6. Please paste the text of the Data Availability statement here,7. Does the paper have data?,1. Country of corresponding author  (on spreadsheet),"2. Country of first author. Use their main address on the paper. There may be more than one. We mean the address that is next to their name on the paper, NOT any “current address” that may be added for people who have recently moved institutions.","3. What georegion(s) were any novel data used in the paper collected from? Select all that apply. NOTE THIS MEANS DATA THAT WERE PHYSICALLY COLLECTED IN THESE COUNTRIES, DO NOT INCLUDE THINGS WHERE THE AUTHORS USED A DATASET FROM FRANCE BUT DID NOT ACTUALLY GO TO FRANCE TO COLLECT DATA :)",4. Are any authors (use their main address on the paper) based in the georegion the data were collected from?  Also check the Acknowledgments to see if data labourers from the georegion who are not authors are mentioned there instead.,Any comments about data equity that these Qs don't cover?,1. Are the data mentioned in the Data Availability statement?,2. Are you able to find the data using the link/instructions in the Data Availability statement?,3. Where are the data archived?,4. Does the dataset have a DOI?,5. Can you download the data?,6. Can you open the data?,7. What format are the data in?,8. Does the data have a README/metadata?,9. How useful is the README/metadata? Read the notes in the protocol to help with decisions here. SKIP THIS Q IF NO README EXISTS.,10. How complete is the archived data?,11. Does the data have a license?,"12. If yes, what license?",13. Has the data been cited (excluding the original paper it was archived for)? You can find this information on the Dryad and Figshare landing pages for the dataset on the right hand side. For other repositories it varies. If you can't find out easily just pick Unsure.,"14. If yes, how many times?  Enter number or Unclear",15. Has the data been cited by someone other than the original authors? You can find this by clicking on the citations and looking at the papers that cite the data.,"16. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","17. For any paper(s) citing the data, what georegions are on the authors main addresses (i.e. when doing the work)? Please select all relevant options.",0.1 Does the paper use code?,"0.2 If the paper uses code, and this is NOT archived (i.e. they mention using R or Python but don't provide any scripts) please copy-paste the text from the paper that alerted you to them using code...",0.3 Does the paper have archived code?,1. Is the code archiving described in the Data Availability (or equivalent) statement?,*Please paste the section of the text that refers to the archived code if this is NOT part of the Data Availability Statement*.,2. Are you able to find the code using the link/instructions in the Data Availability (or equivalent) statement?,3. Where are the code archived?,4. Does the code have a DOI?,5. Can you download the code?,6. Can you open the code?,7. What language is the code written in?,8. What format is the code in?,9. Does the code have a README?,10. How useful is the README? See the protocol for help with making decisions about this. SKIP THIS Q IF NO README EXISTS.,11. How well is the code annotated? See the protocol for help with making decisions about this.,12. Does the code have a separate vignette with examples of how the code should be used?,"13. If the code is an R Package, and it was previously available on CRAN/Bioconductor (as stated in the Data Availability statement), is it still available? Check this by trying to install it on the most recent version of R. If you don't know how to do this/can't do this choose ""Unable to check""","14. If the code is a package in another language (e.g. Python) published on PyPI please put the name of the package here and where it has been deposited we will see if it is still available. If you know how to look this up yourself, please do and mention whether it is still available here (Yes/No)",15. Does the code have a CITATION file?,16. Does the code have a license?,"17. If yes, what license?",18. APPLICATION papers only. How many times has the paper been cited? You can find this on the landing page of the paper.,19. Has the code been cited (excluding the original paper it was archived for)? Code = the archived code (not the paper or package).,"20. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","21. Do you have any other comments about the code? For example for those familiar with these processes, does the code use unit test? Doe it have continuous integration? Does it use docker/other containers?",21. Has the code been cited by someone other than the original authors?,"22. If yes, how many times? Enter number or Unclear",1. Did you have any issues recording data for this paper? If yes we will go back and check it for you later.,2. Any other comments about this paper?,2. What date did you do this? (YYYY-MM-DD),...62,...63,...64,...65,...66,...67,recorder_ID
2025/10/07 9:14:37 am GMT,1152,10.1111/1365-2745.13504,2020,Journal of Ecology,Research Article,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.g1jwstqpb (Thakur et al., 2020).",Yes,Switzerland,Germany;Netherlands (Kingdom of the);Switzerland,Canada,No authors are based in the georegion;Data labourers are in the Acknowledgements but it is unclear where they are based,"The study combines field observation in Canada - with no authors based in Canada - with experimental set-ups conducted in Germany, where most of the authors are based.",Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"All statistical analyses and figures were made using the R statistical software (R Core Team, 2018).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,33
2025/10/07 9:24:42 am GMT,1154,10.1111/1365-2656.12638,2017,Journal of Animal Ecology,Research Article,All data from the full experiment available from the Dryad Digital Repository https://doi.org/10.5061/dryad.d8d7n (Jonsson 2017).,Yes,Sweden,Sweden,Lab experiments with location not location not stated,NA,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,9,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Statistical analyses were conducted but it is not mentioned what software was used,2025-10-07,NA,NA,NA,NA,NA,NA,33
2025/10/07 9:36:19 am GMT,1155,10.1111/1365-2435.14603,2024,Functional Ecology,Research Article,"Data upon which this study is based are available through the Dryad Digital Repository https://doi.org/10.5061/dryad.crjdfn3cz (Uyehara et al., 2024).",Yes,Germany,Germany,Germany,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,Experimental set-up conducted in botanical gardens using common sunflowers,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"All statistical analysis was conducted with the statsmodels package (version 0.12.2) of Python (Seabold & Perktold, 2010).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,33
2025/10/07 9:39:58 am GMT,1299,10.1111/1365-2745.13304,2020,Journal of Ecology,Research Article,"Data has been deposited with the NERC Environmental Information Data Centre: https://doi.org/10.5285/65c14df6-b762-441c-8d8d-9112f7350f03 (Trinder, Askew, & Whitlock, 2020).",Yes,United Kingdom of Great Britain and Northern Ireland,NA,United Kingdom of Great Britain and Northern Ireland,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,NERC Environmental Information Data Centre,Yes,Yes,Yes,.csv/.tsv;.zip,Yes,8,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,Open Government Licence v3,No,0,No,0,UNCLEAR,Yes,"The pedigree of the F1 progeny array was determined using full probability Bayesian parentage analysis using the r package masterbayes (Hadfield, Richardson, & Burke, 2006).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,1
2025/10/07 9:44:19 am GMT,1156,10.1111/1365-2664.13735,2020,Journal of Applied Ecology,Research Article,"Data and R code available via the Zenodo Digital Repository: https://doi.org/10.5281/zenodo.3961626 (Montazeaud et al., 2020).",Yes,France,France,France,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Zenodo,Yes,Yes,Yes,.csv/.tsv,Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,Other (Open),No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Zenodo,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,2,8,No,Not an R package,NA,No,Yes,Other (Open),NA,No,NA,NA,No,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,33
2025/10/07 9:59:44 am GMT,1158,10.1111/2041-210X.13030,2018,Methods in Ecology and Evolution,Research Article,"NGS wolverine data and associated R script are available on Dryad Digital Repository https://doi.org/10.5061/dryad.pd612qp(Milleret et al., 2018).",Yes,Norway,Norway,Norway,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,".Rdata, .jags",The file called 'README' is actually the R script with a few notes of metadata interspersed,3,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Dryad,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",No,NA,5,No,Not an R package,NA,No,Yes,CC0,NA,No,NA,NA,No,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,33
2025/10/07 10:25:10 am GMT,2272,10.1111/1365-2435.13525,2020,Functional Ecology,Research Article,"The full dataset of the study, including laboratory results and analysis scripts, has been made available through Dryad Digital Repository at http://doi.org/10.5061/dryad.pvmcvdngw (Lindestad, von Schmalensee, Lehmann, & Gotthard, 2020).",Yes,Sweden,Sweden,Sweden,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.txt,Yes,6,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Dryad,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,4,7,No,Not an R package,NA,No,Yes,CC0,NA,No,NA,NA,No,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,2
2025/10/07 10:51:53 am GMT,3364,10.1111/1365-2656.13887,2023,Journal of Animal Ecology,Research Article,"Original banding data are available through the United States Geological Survey Bird Banding Laboratory. Processed projects needed to replicate these products are made available here: https://doi.org/10.6084/m9.figshare.21803880.v1 (Horton et al., 2023).",Yes,United States of America,United States of America,NO DATA COLLECTED,NA,NA,Yes,Yes,Figshare,Yes,Yes,Yes,.csv/.tsv,Unsure,NA,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC BY,No,NA,No,NA,NA,Yes,"All analyses and figures were generated using R version 4.0.2 (R Core Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,51
2025/10/07 11:10:32 am GMT,6450,10.1111/1365-2664.14402,2023,Journal of Applied Ecology,Research Article,"Data and code available from the Dryad Digital Repository https://doi.org/10.5061/dryad.69p8cz95w (Rees et al., 2023).",Yes,Australia,Australia,Australia,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,".csv/.tsv;.txt;.shp, .jpg, .tif",Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,1,No,NA,Australia,Yes,NA,Yes,Yes,NA,Yes,Dryad,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,3,4,No,Not an R package,NA,No,Unclear,NA,NA,Unclear,NA,The code is sparsely annotated.,Unclear,unclear,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,65
2025/10/07 11:29:06 am GMT,7241,http://doi.org/10.1111/2041-210X.13630,2021,Methods in Ecology and Evolution,Research Article,"The results and data from the rearing experiment are present in the manuscript and the data extracted from the literature are deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.hqbzkh1g5 (Chung et al., 2021).",Yes,Taiwan,Japan,Japan;Taiwan,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,8,Some analyses can be repeated but not all (~50% of analyses can be repeated).,Yes,CC0,No,NA,No,NA,NA,Yes,"All statistical analyses were performed and figures were composed using the R language (R Core Team, 2019)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,93
2025/10/07 2:32:12 pm GMT,1162,10.1111/1365-2435.13643,2020,Functional Ecology,Research Article,"All supporting data files are available on Dryad Digital Repository: https://doi.org/10.6078/D1NQ59 (Blonder, Escobar, Kapas, & Michaletz, 2020). Code for thermal data logging is available on Github and Zenodo: https://doi.org/10.5281/zenodo.3951688 (Blonder, 2020a). Code for thermal data analysis is available on Github and Zenodo: https://doi.org/10.5281/zenodo.3951689 (Blonder, 2020b). All other Supporting Information is available electronically with this article.",Yes,United States of America,United Kingdom of Great Britain and Northern Ireland;United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Maybe if I had the correct software,".csv/.tsv;.mp4, .mat, .jpg",Yes,5,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Yes,Python;MATLAB,"native source code (e.g. .R, .py, .jl, etc)",No,NA,2,"There is a vignette describing which parts of the analyses are in the Python code and which in the MATLAB, as well as some instructions for installation",Not an R package,NA,No,Yes,Other (Open),NA,No,NA,NA,No,NA,Yes,"The supplemental data includes an incredible volume of information, including 5GB of videos, 21GB of crunched data and images of the plants - I think everything is provided but it's possible that this is a subsample of the full amount collected for the study.",2025-10-07,NA,NA,NA,NA,NA,NA,33
2025/10/07 2:50:28 pm GMT,1918,10.1111/1365-2745.14079,2023,Journal of Ecology,Research Article,"Data and R scripts used for this study are available on Figshare https://doi.org/10.6084/m9.figshare.19122410.v1 (Uroy et al., 2023). Land cover and the wooded habitat cover maps are available on Osuris (https://accueil.osuris.fr/) using the following links:",Yes,France,France,France,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,"No, but they are available on request",Yes,Figshare,Yes,Yes,Yes,.txt,no README file but the Figshare page provide the necessary information regards the role of each file (data/scripts).,7,Unsure,Yes,CC BY,No,0,No,0,NA,Yes,NA,Yes,Yes,NA,Yes,Figshare,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",No,7,7,No,Not an R package,NA,Yes,Yes,CC BY,NA,No,NA,"The data set look completed but once I opened the R script I found this one, ""TRYdata <- fread(""5052.txt"", header = T, sep = ""\t"", dec = ""."", quote = """", data.table = T)""

but """"5052.txt"" is not available along the data",NA,NA,No,"Not a problem, but when I first looked at the dataset, it seemed complete. However, once I opened the R script, I found the following line:

TRYdata <- fread(""5052.txt"", header = T, sep = ""\t"", dec = ""."", quote = """", data.table = T)

This suggests that a file, ""5052.txt,"" is necessary but is not available with the data. It may have been generated by other scripts, but this is not mentioned on the Figshare page, which serves as the README.",2025-10-07,NA,NA,NA,NA,NA,NA,60
2025/10/07 5:18:56 pm GMT,1661,10.1111/1365-2435.13632,2020,Functional Ecology,Research Article,"The seabird positional data used for this study are available from the Norwegian Polar Data Centre (NPDC, https://data.npolar.no), with https://doi.org/10.21334/npolar.2020.8a2f44d4. Data on morphometric and physiological measurements (Table S1) and on the foraging trip characteristics (Table S2) are also available from this archive.",Yes,Norway,Norway,Norway,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Institutional repository,Yes,Yes,Yes,.csv/.tsv;.doc(x),Yes,6,All the data necessary to reproduce all analyses and results are archived.,Yes,CC BY,No,NA,No,NA,NA,Yes,"(1)  We used the package vegan v.2.4-3 (Oksanen et al., 2019), in combination with scripts provided by Borcard et al. (2011). (2) The fit of each model was assessed by verifying that the residuals were normally distributed and homoscedastic. Modelling was done using function lm from package stats v.3.6.2.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,70
2025/10/07 7:16:13 pm GMT,1660,10.1111/1365-2664.14750,2024,Journal of Applied Ecology,Research Article,"All data are available through the Seabird Monitoring Program database (SMP: https://app.bto.org/seabirds/public/index.jsp) and the NERC Environmental Information Data Centre (Newell et al., 2022; https://doi.org/10.5285/3bf9b65d-727c-4b46-9db6-c0814dc5895f). Data from Skomer used in this study are also available on request from the University of Gloucestershire Research Repository (Wood, 2023; https://eprints.glos.ac.uk/id/eprint/12532). Code for replicating Bayesian analyses is available on publication from Zenodo (Horswill & Merrall, 2024; https://doi.org/10.5281/zenodo.11553113). All population viability analysis was carried out using the nePVA tool (Butler et al., 2020; available on Github at https://github.com/naturalengland/Seabird_PVA_Tool).",Yes,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Institutional repository,Yes,"Yes, but some data are available upon request.",Yes,.csv/.tsv;.xls(x),Yes,9,All the data necessary to reproduce all analyses and results are archived.,Yes,"Open Government Licence (OGL), for public data.",No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,8,7,Part of code is contained in R package with documentation (manual),Unable to check,NA,No,Yes,CC BY;MIT,NA,No,NA,Part of the analysis was done with an R package indicated in the Availability Statment (https://github.com/naturalengland/Seabird_PVA_Tool). The Tools was cited 4 times. The archived code in Zenodo do not have citations.,No,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,70
2025/10/07 8:06:01 pm GMT,1659,10.1111/1365-2656.12654,2017,Journal of Animal Ecology,Research Article,Data used in this study are archived in the Dryad Digital Repository; https://doi.org/10.5061/dryad.gb794 (Balme et al. 2017).,Yes,South Africa,South Africa,South Africa,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,3,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"(1) All statistical analyses were performed in the r statistical environment (R Core Team 2015). (2)  When candidate models were within ΔAICc <2, we performed model averaging using the r package glmulti (Calcagno & de Mazancourt 2010) to estimate unbiased parameter coefficients.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,70
2025/10/08 12:51:14 am GMT,560,10.1111/1365-2656.13681,2022,Journal of Animal Ecology,Research Article,"The data used in this study are archived on Dryad Digital Repository https://doi.org/10.5061/dryad.cc2fqz67j (Rogers et al., 2022).",Yes,United States of America,United States of America,United States of America,Yes - First author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,10,Unsure,Yes,CC0,No,NA,Unclear,NA,NA,Yes,"All analyses were conducted in R (v 4.0.2; R Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,83
2025/10/08 1:03:05 am GMT,561,10.1002/2688-8319.12305,2024,Ecological Solutions and Evidence,Research Article,"Annotated R code, including the data needed to reproduce the statistical analyses and figures, is publicly available from figshare: https://doi.org/10.6084/m9.figshare.23904282 (Müller & Mitesser, 2024).",Yes,Germany,Germany,Germany,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Figshare,Yes,Yes,Yes,.csv/.tsv,Yes,1,Unsure,Yes,CC BY,No,NA,No,NA,NA,Yes,NA,Included in the available data,Yes,NA,Yes,Figshare,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",No,NA,2,No,Not an R package,NA,No,Unclear,NA,NA,NA,NA,NA,Unclear,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,83
2025/10/08 7:34:25 am GMT,1163,10.1111/1365-2435.13921,2021,Functional Ecology,Research Article,"The data are available from the Zenodo open science repository https://doi.org/10.5281/zenodo.4883298 (Malmos et al., 2021).",Yes,Denmark,Denmark,Denmark,Yes - First author;Yes - Last author;Yes - One or more middle authors,"Spider colonies were collected in Botswana and Namibia then transported to Denmark for lab-based behavioural experiments. No authors have affiliations in Botswana or Namibia, and no acknowledgements are made for anyone (in these countries).",Yes,Yes,Zenodo,Yes,Yes,"Data are a mixture of text files (which I can open) and folders labelled ""NMR_spectra"" which contain a variety of files and types, some without specified formats (""documents""). No information about reading these files is given.",.txt;See answer to Q6,Unsure,2,All the data necessary to reproduce all analyses and results are archived.,Yes,CC BY,No,NA,No,NA,NA,Yes,"All analyses were performed using R v4.0.3 (R Core Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,2025-10-08,NA,NA,NA,NA,NA,NA,33
2025/10/08 7:47:55 am GMT,1164,10.1111/1365-2745.13694,2021,Journal of Ecology,Research Article,"Data and r code for the analyses are available at the Zenodo Digital Repository (https://doi.org/10.5281/zenodo.3756781; Arroyo-Correa et al., 2020) and the GitHub repository (https://github.com/BlancaAC).",Yes,Spain,Spain,Spain,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Zenodo,Yes,Yes,Yes,.csv/.tsv;.shp,No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC BY,No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform",No,Yes,Yes,"R (including Rmarkdown, Quarto)","markdown / notebook containing code (e.g. .Rmd, .qmd, etc)",There is a README file but it only contains the title and abstract of the paper,NA,6,No,Not an R package,NA,No,No,NA,NA,Unclear,NA,"The GitHub repository does not have a formal release but there are no pushes in the last four years. There is a 'Database' folder containing data, the names of which do not match those in the Zenodo repository, and there is no specified workflow for the Rmd files, so it's unclear what the correspondence is between the two repositories.",Unclear,NA,No,NA,2025-10-08,NA,NA,NA,NA,NA,NA,33
2025/10/08 7:53:25 am GMT,1473,10.1111/1365-2435.13046,2018,Functional Ecology,Research Article,"All data presented in this manuscript are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.r5372 (Tigreros, Wang, & Thaler, 2018).",Yes,United States of America,United States of America,United States of America,Yes - First author,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,No,NA,Most data are provided with only small omissions (~75% of analyses can be repeated).,No,NA,No,NA,No,NA,NA,Yes,"Statistical analyses were performed using the software package IBM SPSS Statistics version 19 (SPSS Inc., IBM Company, 2010) and STATA version 14 (STATA Corp.) for the path analysis.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-08,NA,NA,NA,NA,NA,NA,131
2025/10/08 8:00:46 am GMT,1474,10.1111/1365-2745.13048,2018,Journal of Ecology,Research Article,"Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.4tc6292 (Png et al., 2018).",Yes,Australia,Australia;United Kingdom of Great Britain and Northern Ireland,Australia,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,10,Most data are provided with only small omissions (~75% of analyses can be repeated).,No,NA,No,NA,No,NA,NA,Yes,"Statistical analyses were performed in “R” (R Core Team, 2015) using “nlme” (Pinheiro, Bates, DebRoy, Sarkar, & R Core Team, 2014) and “multcomp” (Hothorn et al., 2008) packages.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-08,NA,NA,NA,NA,NA,NA,131
2025/10/08 8:05:47 am GMT,1474,10.1111/1365-2745.13048,2018,Journal of Ecology,Research Article,"Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.4tc6292 (Png et al., 2018).",Yes,Australia,Australia;United Kingdom of Great Britain and Northern Ireland,Australia,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,10,Most data are provided with only small omissions (~75% of analyses can be repeated).,No,NA,No,NA,No,NA,NA,Yes,"Statistical analyses were performed in “R” (R Core Team, 2015) using “nlme” (Pinheiro, Bates, DebRoy, Sarkar, & R Core Team, 2014) and “multcomp” (Hothorn et al., 2008) packages.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-08,NA,NA,NA,NA,NA,NA,131
