paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_OTHERpackage_available,code_application_cited,code_comments,country_corresponding,country_first,georegion_data,georegion_author_match,georegion_data_cited,equity_comments,comments,course_of_action,justification,recorder_ID
6589,http://doi.org/10.1111/1365-2656.14009,2023,Journal of Animal Ecology,Research Article,Yes,Yes,"All data are available in the Zenodo Digital Repository: https://doi.org/10.5281/zenodo.8216311 (Ramirez et al., 2023).",No,Zenodo,"not available ""The application or website you were looking for is known on this server, but it is currently not available""",NA,NA,No,No,NA,NA,NA,NA,Yes,"We then used the R package ‘MuMIn’ (Barton, 2023) to generate subsets of this global model containing all possible combinations between the variable of whether sites were colonised or not and all the other predictors.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,United States of America,NA,No authors are based in the georegion,NA,"The data is compiled from the literature ""We established a database on local species composition and richness of snakes of the family Dipsadidae by compiling data from the literature for a total of 67 sites located between Mexico and Argentina"".",I can access the data that should be here: https://zenodo.org/record/8216311,Delete,"Confusing paper, all data are listed as ""supplementary tables"", although there are S1-S7 in the Zenodo repository and S1-13 in formal paper supplement, too much going on to redo quickly",18
2010,10.1111/1365-2664.14383,2023,Journal of Applied Ecology,Research Article,No,NA,"All data of the SAPFLUXNET (version 0.1.5) are freely available from the Zenodo Repository at https://doi.org/10.5281/zenodo.3971689 (Poyatos et al., 2020).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"...using the sfn_metrics function from the purposely developed sapfluxnetr R package (Granda, Poyatos, et al., 2020). 
AND
...using the lmer function from the lme4 package 
AND
...calculated with the lstrends function from the emmeans package.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switzerland,Switzerland,NO DATA COLLECTED,No novel data were collected but the data that were used are from across Europe and the authors are all from either Switzerland or Spain (so within parts of the georegion),NA,NA,"The paper used data from a larger database (no novel data collected for the project) and derived/calculated new data, but these derived data were not archived. The data availability statement only links to the larger database. So I answered data? - yes!; novel data collected? - no!; data archived? - no!; So I then skipped all other questions related to data archiving. Hope this is correct?",Edit,Updated answers to reflect comment,34
6454,10.1111/1365-2435.13758,2021,Functional Ecology,Research Article,Yes,Yes,"Data are available on Dryad Digital Repository https://doi.org/10.5061/dryad.fttdz08rc (Moi, Romero, et al., 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,"The average multifunctionality, multiple threshold multifunctionality and turnover approaches were calculated using the ‘multifunc’ package (Byrnes et al., 2014). We calculated the correlation strength among ecosystem variables to down-weight highly correlated functions. e investigated the relationships of the overall multitrophic richness (all trophic groups) and simplified multitrophic richness (excluding each trophic group at each step) with the different multifunctionality indexes (averaging multifunctionality and five multifunctional thresholds) using linear mixed-effect models (LMEs) available in the package nlme (Pinheiro et al., 2013). As we had many trophic groups, we reduced the number of trophic groups in the pSEM using Akaike information criteria corrected for small sample size (AICc), which is implemented in the piecewiseSEM package (Lefcheck, 2016). The pSEM was fitted using a linear mixed-effect model in the piecewiseSEM package, with seasons nested within years within each lake as random factor.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,Brazil,Brazil,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,No code was archived for the paper.,None,Comment information documented in answers,65
6455,10.1111/1365-2656.14051,2024,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Zenodo Open Digital Repository: https://doi.org/10.5281/zenodo.10479283 (Witczak et al., 2024).",Yes,Zenodo,Yes,NA,CC BY,Yes,Yes,.csv/.tsv,Yes,9,Unsure,Yes,NA,Yes,No - but it is described in the Supplemental Materials,Yes,Supplementary materials,No,No,NA,No,Yes,Yes,.doc(x),"R (including Rmarkdown, Quarto)",No,NA,4,No,NA,NA,NA,The code has been copy/pasted in the supplementary material.,Switzerland,Switzerland,Switzerland,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,NA,There was no externally archived code.,None,Comment information documented in answers,65
6456,10.1111/1365-2664.13879,2021,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.1g1jwstvm (Wang et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,10,All the data necessary to reproduce all analyses and results are archived.,Yes,"The tidal characteristics were determined by analysing the water level records using a Fortran 90 (ANSI standard, USA). An inundation frequency based on the number of days the tide arrived in a year was adopted (is calculated as %).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,China,China,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,No code was archived,None,Comment information documented in answers,65
1383,10.1111/1365-2664.13530,2019,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.bnzs7h464 (Warren-Thomas et al., 2019).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv;.txt,Yes,7,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,"All analyses were conducted in r separately for each taxon (R Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Thailand,Yes - One or more middle authors,UNCLEAR,NA,"The dryad link throws error when opened by direct clicking, but works if we copy and paste the doi link into browser. It seems underlying link is incorrect. I have marked yes to Q2 of data section.",None,Reasonable approach to issue,1
987,10.1111/1365-2656.13193,2020,Journal of Animal Ecology,Research Article,Yes,Yes,"Data and r scripts to repeat our analysis are publicly available on figshare: https://doi.org/10.6084/m9.figshare.7726256.v7 (Stockmaier, 2019).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,Yes,6,All the data necessary to reproduce all analyses and results are archived.,Yes,NA,Yes,Yes,Yes,Figshare,Yes,Yes,CC BY,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",Yes,3,9,No,NA,NA,NA,NA,United States of America,Panama;United States of America,Panama,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,NA,NA,Edit,Answers updated to reflect README on website (as discussed on Discord),86
6459,10.1002/pan3.10711,2024,People and Nature,Research Article,Yes,Yes,According to ethical requirements data is available only upon request to the authors.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Australia,Australia,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,According to ethical requirements data is available only upon request to the authors.,Neither data nor code was accessible for the paper.,Edit,Updated answers to reflect comment,65
772,http://doi.org/10.1111/1365-2745.13822,2021,Journal of Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.8gtht76qn (Dang, Wei et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,9,All the data necessary to reproduce all analyses and results are archived.,Yes,"All these analyses were conducted using SAS software version 9.4 (SAS Institute Inc., 2013).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,China,China,Yes - First author,NA,NA,"Don't know whether the article would consider SAS should have code or not. I will say it should be considered as code and say ""Yes"" for whether the article uses code. However, I have said ""Unsure"" at the moment. SAS could be used and the code can be shared or if used through click software, the images of the workflow can be shared.",Edit,SAS actually does use code,133
1497,10.1111/2041-210X.14457,2024,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Data required to recreate analysis with ground truthing images are available at the FigShare Digital Repository https://doi.org/10.6084/m9.figshare.24771129 (Stone & Davis, 2024).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,jpg,No,1,The data contains images of trees not seals (paper is about seals) !!!!,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Yes - First author;Yes - Last author,NA,there are two authors,it's not clear at all how they made calculations,None,Comment information documented in answers,14
773,http://doi.org/10.1111/2041-210X.14045,2023,Methods in Ecology and Evolution,Practical Tools,Yes,Yes,Data are available in the DOI repository https://doi.org/10.14284/581.,Yes,Institutional repository;European Tracking Network (ETN) database (https://lifewatch.be/etn),Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,Yes,9,All the data necessary to reproduce all analyses and results are archived.,Unsure,"For the recovered tags, trajectories were reconstructed with geolocation modelling, using a hidden Markov model (HMM). 

The analysis is such, that it is not possible to not use code to run this. I highly suspect this is R code.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahamas,Belgium,Belgium,Yes - First author,NA,NA,"I said this article should have code, which is very likely based on the analysis. However, they do not clearly mention using any coding language. I would still say ""Yes"" for the use of code.",Edit,"In absence of clear mention of code, changed answer to be consistent with other data",133
990,10.1002/pan3.10256,2021,People and Nature,Research Article,Yes,Yes,"The Standardized Project Gutenberg Corpus used in this study is available in the repository pgcorpus/Gutenberg at GitHub (https://github.com/pgcorpus/gutenberg) or at Zenodo (https://zenodo.org/record/2422561) as a permanent record (Gerlach & Font-Clos, 2018) and was reduced using a list of key words (see Appendices A1 and A2) as described in section 2.1. The data of Wikidata and Wikispecies used to generate the database of taxon labels and part of the metadata for authors and their works in this study are available as database dumps from Wikimedia (https://dumps.wikimedia.org).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Germany,NO DATA COLLECTED,Data labourers are in the Acknowledgements but it is unclear where they are based;Authors are from SOME regions data was collected from but not all,Germany,NA,"Admittedly, I did struggle to fill in this entry as they used a preexisting dataset but did not link the code they used or their modified dataset. Therefore, could you please take a look at it, if you can?
Also, they used two 'datasets': the Project Gutenburg Corpus which is a storing of many pieces of literature typed into the dataset, and a list of terms for species that they got from Wikispecies and Wikimedia. It seems that they only linked to Project Gutenburg, did not link to where they got their species list, and did not archive their filtered Gutenburg dataset or their filtered taxon term list. 
They also did not say how they actually filtered and analysed the datasets. The Project Gutenburg websites seem to say how to do so by code but they are not directly referenced.

I am not sure where I should have written this but as this is the last paper I will be able to analyse, I needed to give a word on how long it took me to analyse each paper:
It would take me a few hours for each paper. Papers that did archive their data, code and READMEs took the longest, compared to those that did not. 
What took longest was comparing the archived data to the methods as it involved meticulously reading the methods to ensure absolutely all the necessary data to reproduce the results were there. Evaluating the READMEs and annotations also took long, though not nearly as long.    
The amount of time I took is because I am unfortunately an outlier with ADHD, which makes reading anything, especially the thick complex texts of academic papers, quite difficult.",Edit,"The paper includes novel data compilation, resulting in a derived dataset which is not supplied, only links to the two original sources, so I have updated this to state that the data are not available",86
